Empresa,Ano,Modelo,Carro/SUV,Titulo,UsadoOuNovo,Transmissao,Motor,TipoDirecao,TipoCombustivel,ConsumoCombustivel,Quilometros,EsquemaCores,CilindrosMotor,TipoCarroceria,Portas,Bancos,Preco
Subaru,2012.0,Outback,SUV,2012 Subaru Outback 2.5I,USED,Automatic,"4 cyl, 2.5 L",AWD,Premium,8.4,105672,Black / -,4,SUV,4,5,17990.0
Mitsubishi,2018.0,Mirage,Hatchback,2018 Mitsubishi Mirage ES,USED,Automatic,"3 cyl, 1.2 L",Front,Unleaded,4.7,36836,Black / -,3,Hatchback,5,5,14995.0
Toyota,2005.0,Camry,Sedan,2005 Toyota Camry Altise,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9.8,115821,Silver / Grey,4,Sedan,4,5,8499.0
Hyundai,2011.0,I45,Sedan,2011 Hyundai I45 Active,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.9,189711,Silver / Black,4,Sedan,4,5,12990.0
Ford,2015.0,Territory,SUV,2015 Ford Territory TS (rwd),USED,Automatic,"6 cyl, 2.7 L",Rear,Diesel,8.2,173786,Blue / Black,6,SUV,4,7,16999.0
Nissan,2018.0,Qashqai,SUV,2018 Nissan Qashqai ST,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.9,114301,Blue / -,4,SUV,4,5,21950.0
Volkswagen,2013.0,Golf,Hatchback,2013 Volkswagen Golf GTI,USED,Manual,"4 cyl, 2 L",Front,Premium,6.6,69197,Black / Black,4,Hatchback,5,5,24880.0
Volkswagen,2023.0,T-Cross,NEW In stock,2023 Volkswagen T-Cross 85TSI DSG FWD Life,NEW,Automatic,-,Front,Premium,7.663150894460331,15,White / Black,0,Wagon,0,0,35887.0
Hyundai,2015.0,Tucson,SUV,2015 Hyundai Tucson Active (fwd),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9,94377,Grey / -,4,SUV,4,5,23888.0
Ford,2016.0,Focus,Hatchback,2016 Ford Focus Trend,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6.2,94965,White / Black,4,Hatchback,5,5,16999.0
Nissan,2019.0,X-Trail,SUV,2019 Nissan X-Trail ST 7 Seat (2WD),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,8.1,99294,Grey / -,4,SUV,4,7,24490.0
Toyota,2021.0,Corolla,Hatchback,2021 Toyota Corolla ZR Hybrid,USED,Automatic,"4 cyl, 1.8 L",Front,Hybrid,4.2,13694,Black / -,4,Hatchback,5,5,44878.0
Toyota,2007.0,Yaris,Sedan,2007 Toyota Yaris YRS,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6.7,264691,Silver / -,4,Sedan,4,5,7949.0
Jeep,2012.0,Grand,Mr Car,2012 Jeep Grand Cherokee WK Laredo Wagon 4dr Spts Auto 5sp 4x4 3.6i,USED,Automatic,-,Other,Unleaded,7.663150894460331,224839,Red / -,0,Wagon,0,0,13999.0
Toyota,2010.0,Corolla,Hatchback,2010 Toyota Corolla Conquest,USED,Manual,"4 cyl, 1.8 L",Front,Unleaded,7.7,238270,Grey / -,4,Hatchback,5,5,8800.0
Toyota,2009.0,HiAce,Nippon Motors,2009 Toyota HiAce (No Badge),USED,Automatic,-,Rear,Unleaded,7.663150894460331,76259,White / Black,0,Commercial,0,0,32900.0
Jeep,2015.0,Patriot,SUV,2015 Jeep Patriot Limited (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Unleaded,9.1,140964,Black / -,4,SUV,4,5,13990.0
Toyota,2003.0,HiAce,Commercial,2003 Toyota HiAce,USED,Automatic,"4 cyl, 2.4 L",Rear,Unleaded,0.0,266848,White / Grey,4,Commercial,4,3,9999.0
Volvo,2013.0,S60,Sedan,2013 Volvo S60 T4 Teknik,USED,Automatic,"4 cyl, 1.6 L",Front,Premium,7.4,141000,Blue / -,4,Sedan,4,5,14999.0
Mitsubishi,2016.0,Triton,Ute / Tray,2016 Mitsubishi Triton GLX Plus (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.6,240402,White / -,4,Ute / Tray,4,5,22750.0
Mercedes-Benz,2010.0,E250,Coupe,2010 Mercedes-Benz E250 CGI Elegance,USED,Automatic,"4 cyl, 1.8 L",Rear,Premium,7.9,101126,Black / Tobacco,4,Coupe,2,4,21950.0
Mercedes-Benz,2013.0,A250,Hatchback,2013 Mercedes-Benz A250 Sport,USED,Automatic,"4 cyl, 2 L",Front,Premium,6.6,117254,White / -,4,Hatchback,5,5,19999.0
Toyota,2012.0,86,Coupe,2012 Toyota 86 GT,USED,Manual,"4 cyl, 2 L",Rear,Premium,7.8,178747,Silver / Black,4,Coupe,2,4,19900.0
Mazda,2022.0,CX-5,SUV,2022 Mazda CX-5 Maxx Sport (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.5,10579,Black / Black,4,SUV,4,5,37990.0
Toyota,2010.0,Corolla,Hatchback,2010 Toyota Corolla Ascent,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.7,167101,Red / -,4,Hatchback,5,5,12990.0
Ford,2013.0,Falcon,Sedan,2013 Ford Falcon XR6,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,9.9,163161,Blue / Black,6,Sedan,4,5,16999.0
Abarth,2021.0,595,Hatchback,2021 Abarth 595 Competizione,USED,Manual,"4 cyl, 1.4 L",Front,Premium,6.0,13200,Black / Black,4,Hatchback,3,4,36990.0
Honda,2014.0,CR-V,SUV,2014 Honda CR-V VTI-L (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Unleaded,8.7,103211,White / Black Cloth,4,SUV,4,5,23880.0
Toyota,2007.0,Corolla,Sedan,2007 Toyota Corolla Ultima,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.4,177751,Silver / -,4,Sedan,4,5,10990.0
Toyota,2016.0,HiAce,People Mover,2016 Toyota HiAce Commuter,USED,Automatic,"4 cyl, 2.7 L",Rear,Unleaded,10.9,119614,Silver / Black,4,People Mover,3,14,44900.0
Hyundai,2012.0,I30,Hatchback,2012 Hyundai I30 Active,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.9,125546,Black / Black Cloth,4,Hatchback,5,5,15880.0
Mazda,2013.0,6,Sedan,2013 Mazda 6 Touring,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,6.6,163000,Grey / Black,4,Sedan,4,5,16995.0
Toyota,2008.0,Kluger,SUV,2008 Toyota Kluger KX-S (fwd),USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,11.0,132864,Blue / Black,6,SUV,4,7,19880.0
Hyundai,2018.0,Santa,SUV,2018 Hyundai Santa FE Highlander Crdi (4X4),USED,Automatic,"4 cyl, 2.2 L",AWD,Diesel,7.8,71655,White / Black,4,SUV,4,7,43999.0
BMW,2012.0,X3,SUV,2012 BMW X3 Xdrive 20D,USED,Automatic,"4 cyl, 2 L",4WD,Diesel,5.6,109459,Black / -,4,SUV,4,5,18888.0
Holden,2016.0,Cascada,Convertible,2016 Holden Cascada,USED,Automatic,"4 cyl, 1.6 L",Front,Premium,7.5,65361,Silver / Black Leather,4,Convertible,2,4,24995.0
Mercedes-Benz,2006.0,ML320,SUV,2006 Mercedes-Benz ML320 CDI Luxury (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,9.6,212953,Silver / -,6,SUV,4,5,9998.0
Mitsubishi,2009.0,Lancer,Sedan,2009 Mitsubishi Lancer ES,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.2,163012,Red / -,4,Sedan,4,5,9990.0
Audi,2014.0,A5,Coupe,2014 Audi A5 2.0 Tfsi Quattro,USED,Automatic,"4 cyl, 2 L",AWD,Premium,6.7,82119,White / Black,4,Coupe,2,4,27380.0
Kia,2018.0,RIO,Hatchback,2018 Kia RIO GT-Line,USED,Automatic,"3 cyl, 1 L",Front,Unleaded,5.4,42071,Red / Black,3,Hatchback,5,5,24999.0
Jeep,2015.0,Cherokee,SUV,2015 Jeep Cherokee Longitude (4X4),USED,Automatic,"6 cyl, 3.2 L",4WD,Unleaded,10.0,85958,Red / Black Cloth,6,SUV,4,5,17999.0
Volkswagen,2011.0,Tiguan,SUV,2011 Volkswagen Tiguan 132 TSI (4X4),USED,Automatic,"4 cyl, 2 L",AWD,Premium,8.8,118642,Black / -,4,SUV,4,5,12990.0
Mitsubishi,2012.0,ASX,SUV,2012 Mitsubishi ASX (2WD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9,187265,Blue / -,4,SUV,4,5,13990.0
BMW,2016.0,220I,Convertible,2016 BMW 220I M-Sport,USED,Automatic,"4 cyl, 2 L",Rear,Premium,6.4,118120,Grey / Black,4,Convertible,2,4,28990.0
Hyundai,2022.0,Tucson,SUV,2022 Hyundai Tucson (FWD),USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.1,19978,White / -,4,SUV,4,5,36800.0
Mazda,2011.0,3,Sedan,2011 Mazda 3 NEO,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.2,86804,Grey / Grey,4,Sedan,4,5,13999.0
Volkswagen,2023.0,Tiguan,Alto Volkswagen New Cars,2023 Volkswagen Tiguan Allspace 132TSI Life,NEW,Automatic,"4 cyl, 2 L",AWD,Premium,8.9,15,Black / Storm Grey,4,SUV,4,7,56887.0
Hyundai,2014.0,Imax,Wagon,2014 Hyundai Imax,USED,Automatic,"4 cyl, 2.5 L",Rear,Diesel,9.0,183550,White / Grey  Cloth,4,Wagon,4,8,19888.0
Toyota,2014.0,Yaris,Hatchback,2014 Toyota Yaris YR,USED,Automatic,"4 cyl, 1.3 L",Front,Unleaded,6.3,191748,Green / Black,4,Hatchback,5,5,8995.0
Toyota,2016.0,Kluger,SUV,2016 Toyota Kluger Grande (4X2),USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,10.4,139637,Grey / Black,6,SUV,4,7,31900.0
Mitsubishi,2013.0,Lancer,Sedan,2013 Mitsubishi Lancer LX,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.2,165306,Grey / Black,4,Sedan,4,5,14995.0
Subaru,2016.0,XV,SUV,2016 Subaru XV 2.0I-L,USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,7.1,104887,Grey / Black,4,SUV,4,5,22990.0
Mini,2017.0,Cooper,Hatchback,2017 Mini Cooper S 5D Hatch,USED,Automatic,"4 cyl, 2 L",Front,Premium,5.5,72501,Yellow / -,4,Hatchback,5,5,31990.0
Peugeot,2015.0,308,Mr Car,2015 Peugeot 308 T9 Allure Touring 5dr Spts Auto 6sp 2.0DT,USED,Automatic,-,Other,Unleaded,7.663150894460331,167127,White / -,0,Hatchback,0,0,12999.0
Holden,2010.0,Commodore,Ute / Tray,2010 Holden Commodore SS-V,USED,Manual,"8 cyl, 6 L",Rear,Unleaded,14.5,169220,Black / -,8,Ute / Tray,2,2,25999.0
Hyundai,2015.0,I20,Hatchback,2015 Hyundai I20 Active,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,5.9,111783,Silver / Grey,4,Hatchback,5,5,13990.0
Mazda,2018.0,BT-50,Ute / Tray,2018 Mazda BT-50 XTR (4X2),USED,Automatic,"5 cyl, 3.2 L",Rear,Diesel,9.3,97460,White / Grey,5,Ute / Tray,4,5,30990.0
Mazda,2009.0,3,Sedan,2009 Mazda 3 Maxx,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.2,178389,Black / -,4,Sedan,4,5,8499.0
Hyundai,2011.0,I20,Hatchback,2011 Hyundai I20 Active,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.4,188262,Blue / -,4,Hatchback,5,5,10995.0
Honda,2015.0,Vezel,Top Auto Group,2015 Honda Vezel Hybrid Z,USED,Automatic,-,Other,Unleaded,7.663150894460331,71059,Grey / -,0,Wagon,0,0,24888.0
Mazda,2010.0,CX-7,SUV,2010 Mazda CX-7 Luxury Sports (4X4),USED,Automatic,"4 cyl, 2.3 L",AWD,Unleaded,11.5,152831,Black / Leather,4,SUV,4,5,11669.0
Jeep,2017.0,Renegade,SUV,2017 Jeep Renegade Limited,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.9,69218,Grey / Black,4,SUV,4,5,24950.0
Mazda,2013.0,6,Sedan,2013 Mazda 6 Sport,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,6.6,124093,White / -,4,Sedan,4,5,16990.0
Nissan,2009.0,Elgrand,Sydney City Traders,2009 Nissan Elgrand Highway Star,USED,Automatic,-,Rear,Unleaded,7.663150894460331,103090,White / Brown,0,Wagon,0,0,19995.0
Kia,2013.0,Grand,Wagon,2013 Kia Grand Carnival SLI,USED,Automatic,"6 cyl, 3.5 L",Front,Unleaded,10.9,98672,White / -,6,Wagon,4,8,13995.0
Mitsubishi,2015.0,Lancer,Sedan,2015 Mitsubishi Lancer ES Sport,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.2,61481,Grey / Black,4,Sedan,4,5,17995.0
Subaru,2018.0,Impreza,Hatchback,2018 Subaru Impreza 2.0I (awd),USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,6.6,61177,Grey / -,4,Hatchback,5,5,22990.0
Mazda,2014.0,3,Hatchback,2014 Mazda 3 NEO,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.2,132648,Red / Black  Cloth,4,Hatchback,5,5,16999.0
BMW,2021.0,X4,SUV,2021 BMW X4 Xdrive20I M Sport,USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,7.3,31367,Grey / -,4,SUV,5,5,79988.0
Mazda,2010.0,CX-7,SUV,2010 Mazda CX-7 Luxury Sports (4X4),USED,Automatic,"4 cyl, 2.3 L",AWD,Unleaded,11.5,174818,Red / -,4,SUV,4,5,12800.0
Audi,2015.0,A5,Coupe,2015 Audi A5 2.0 Tfsi Quattro,USED,Automatic,"4 cyl, 2 L",AWD,Premium,6.7,115334,Grey / Black,4,Coupe,2,4,26880.0
BMW,2014.0,118I,Hatchback,2014 BMW 118I,USED,Automatic,"4 cyl, 1.6 L",Rear,Premium,5.8,57000,White / Black,4,Hatchback,5,5,16990.0
Toyota,2013.0,HiAce,Nippon Motors,2013 Toyota HiAce DX,USED,Automatic,-,Other,Diesel,7.663150894460331,191173,Silver / Black,0,Commercial,0,0,30900.0
Audi,2014.0,Q7,SUV,2014 Audi Q7 4.2 TDI Quattro,USED,Automatic,"8 cyl, 4.1 L",AWD,Diesel,9.2,199941,Black / -,8,SUV,4,7,28999.0
Suzuki,2015.0,Celerio,Hatchback,2015 Suzuki Celerio,USED,Automatic,"3 cyl, 1 L",Front,Unleaded,4.8,23316,Blue / -,3,Hatchback,5,4,13880.0
Subaru,2016.0,Liberty,Sedan,2016 Subaru Liberty 3.6R,USED,Automatic,"6 cyl, 3.6 L",AWD,Premium,9.9,226127,White / -,6,Sedan,4,5,17950.0
Toyota,2019.0,C-HR,SUV,2019 Toyota C-HR (2WD),USED,Manual,"4 cyl, 1.2 L",Front,Premium,5.4,58185,Yellow / -,4,SUV,4,5,33888.0
Subaru,2021.0,Forester,SUV,2021 Subaru Forester 2.5I (awd),USED,Automatic,"4 cyl, 2.5 L",AWD,Unleaded,7.4,16136,Silver / -,4,SUV,4,5,39990.0
Mazda,2015.0,CX-3,SUV,2015 Mazda CX-3 S Touring (awd),USED,Automatic,"4 cyl, 2 L",AWD,Unleaded,6.7,31531,White / -,4,SUV,4,5,23950.0
Jeep,2018.0,Grand,SUV,2018 Jeep Grand Cherokee Limited (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.5,76472,White / Black,6,SUV,4,5,41950.0
Hyundai,2018.0,I30,Hatchback,2018 Hyundai I30 Active,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4,62719,Silver / Black,4,Hatchback,4,5,21999.0
Nissan,2020.0,X-Trail,SUV,2020 Nissan X-Trail ST (2WD),USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9,52035,Grey / -,4,SUV,4,5,27990.0
Honda,2010.0,City,Sedan,2010 Honda City VTI,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,6.6,146445,Black / -,4,Sedan,4,5,8950.0
Honda,2020.0,CR-V,SUV,2020 Honda CR-V VTI-L7 (2WD),USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,7.3,35214,Grey / Black,4,SUV,4,7,37880.0
Holden,2014.0,Cruze,Hatchback,2014 Holden Cruze SRI,USED,Manual,"4 cyl, 1.6 L",Front,Unleaded,7.4,163000,Red / -,4,Hatchback,5,5,7950.0
Jeep,2013.0,Grand,SUV,2013 Jeep Grand Cherokee Laredo (4X2),USED,Automatic,"6 cyl, 3.6 L",Rear,Premium,10.1,69001,Grey / Black,6,SUV,4,5,24990.0
Toyota,2007.0,RAV4,SUV,2007 Toyota RAV4 Cruiser L (4X4),USED,Automatic,"4 cyl, 2.4 L",4WD,Unleaded,9.6,106718,Silver / Grey,4,SUV,4,5,14999.0
Holden,2016.0,Commodore,Sedan,2016 Holden Commodore Evoke,USED,Automatic,"6 cyl, 3 L",Rear,Unleaded,8.3,59689,Red / Black,6,Sedan,4,5,22999.0
Mercedes-Benz,2010.0,CLC200,Coupe,2010 Mercedes-Benz CLC200 Kompressor Evolution +,USED,Automatic,"4 cyl, 1.8 L",Rear,Premium,9.0,177834,Silver / -,4,Coupe,2,4,7999.0
Dodge,2012.0,Journey,Mr Car,2012 Dodge Journey JC SXT Wagon 4dr Auto 6sp 3.6i 7 St SUV,USED,Automatic,-,Other,Unleaded,7.663150894460331,147589,White / -,0,Wagon,0,0,10999.0
Mazda,2013.0,6,Sedan,2013 Mazda 6 Atenza,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,6.6,105767,White / Black,4,Sedan,4,5,19999.0
Volkswagen,2018.0,Caddy,Commercial,2018 Volkswagen Caddy Maxi VAN TSI220,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,6.0,87293,White / -,4,Commercial,3,2,30999.0
Honda,2013.0,Civic,Sedan,2013 Honda Civic VTI-L,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.7,154347,Silver / -,4,Sedan,4,5,15990.0
Jeep,2021.0,Compass,SUV,2021 Jeep Compass Launch Edition,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,7.9,20827,White / Black,4,SUV,4,5,32888.0
Toyota,2008.0,HiAce,Nippon Motors,2008 Toyota HiAce Commuter GL Grand Cabin,USED,Automatic,-,Other,Unleaded,7.663150894460331,112980,White / Black,0,Commercial,0,0,31900.0
Mazda,2014.0,CX-9,Exclusive Autohaus,2014 Mazda CX-9 Classic,USED,Automatic,-,Other,-,7.663150894460331,97745,Blue / Grey,0,Wagon,0,0,22999.0
Toyota,2010.0,Yaris,Hatchback,2010 Toyota Yaris YR,USED,Automatic,"4 cyl, 1.3 L",Front,Unleaded,6.5,147626,White / -,4,Hatchback,5,5,10995.0
Jeep,2014.0,Grand,SUV,2014 Jeep Grand Cherokee Overland (4X4),USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.5,114424,Grey / Black,6,SUV,4,5,29990.0
Mazda,2009.0,3,Hatchback,2009 Mazda 3 SP25,USED,Manual,"4 cyl, 2.5 L",Front,Unleaded,8.6,153020,Red / -,4,Hatchback,5,5,13950.0
Ford,2016.0,Ranger,Ute / Tray,2016 Ford Ranger XLT 3.2 (4X4),USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9.0,98700,Blue / -,5,Ute / Tray,4,5,36999.0
Holden,2011.0,Captiva,Automobile Gallery,2011 Holden Captiva CG 7 LX Wagon 7st 4dr Spts Auto 6sp 4x4 2.2DT,USED,Automatic,-,Other,Diesel,7.663150894460331,183924,White / -,0,Wagon,0,0,9990.0
Toyota,2013.0,86,Coupe,2013 Toyota 86 GTS,USED,Automatic,"4 cyl, 2 L",Rear,Premium,7.1,103706,Orange / Grey,4,Coupe,2,4,24990.0
Volkswagen,2013.0,Golf,Hatchback,2013 Volkswagen Golf 103 TSI Highline,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.2,126532,Gold / Black,4,Hatchback,5,5,13990.0
Mitsubishi,2013.0,Lancer,Hatchback,2013 Mitsubishi Lancer LX Sportback,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.3,73421,Grey / Black,4,Hatchback,5,5,16990.0
Toyota,2009.0,Camry,Sedan,2009 Toyota Camry Ateva,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9.9,155135,White / Black,4,Sedan,4,5,10995.0
Hyundai,2013.0,I20,Hatchback,2013 Hyundai I20 Active,USED,Automatic,"4 cyl, 1.4 L",Front,Unleaded,6.4,123330,Grey / Black,4,Hatchback,5,5,12990.0
Mitsubishi,2014.0,Lancer,Hatchback,2014 Mitsubishi Lancer GSR Sportback,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,8.9,44249,Silver / Black,4,Hatchback,5,5,18990.0
Mazda,2018.0,2,Hatchback,2018 Mazda 2 Maxx,USED,Automatic,"4 cyl, 1.5 L",Front,Unleaded,4.9,27100,Silver / Cloth,4,Hatchback,5,5,23999.0
Mazda,2009.0,3,Hatchback,2009 Mazda 3 Maxx Sport,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.2,70661,White / -,4,Hatchback,5,5,14995.0
Mitsubishi,2014.0,Triton,Ute / Tray,2014 Mitsubishi Triton GLX (4X4),USED,Automatic,"4 cyl, 2.5 L",4WD,Diesel,9.3,215100,White / -,4,Ute / Tray,4,5,18995.0
Volkswagen,2014.0,Golf,Hatchback,2014 Volkswagen Golf 90 TSI Comfortline,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.4,155036,Black / Black,4,Hatchback,5,5,14990.0
BMW,2012.0,M135I,Hatchback,2012 BMW M135I,USED,Automatic,"6 cyl, 3 L",Rear,Premium,7.5,67678,Grey / Black Leather,6,Hatchback,5,5,29950.0
Holden,2015.0,Commodore,Wagon,2015 Holden Commodore SV6 Storm,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.8,133934,White / Black,6,Wagon,4,5,22999.0
Volkswagen,2008.0,Golf,Hatchback,2008 Volkswagen Golf GTI,USED,Automatic,"4 cyl, 2 L",Front,Premium,8.0,174915,Silver / -,4,Hatchback,5,5,14990.0
Holden,2014.0,Cruze,Sedan,2014 Holden Cruze Equipe,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.4,117000,Silver / -,4,Sedan,4,5,7888.0
Hyundai,2018.0,Imax,Wagon,2018 Hyundai Imax Active,USED,Automatic,"4 cyl, 2.5 L",Rear,Diesel,8.8,190176,Grey / Grey,4,Wagon,4,8,27990.0
Mitsubishi,2013.0,Triton,Ute / Tray,2013 Mitsubishi Triton GLX (4X4),USED,Manual,"4 cyl, 2.5 L",4WD,Diesel,9.1,231675,White / -,4,Ute / Tray,4,5,19800.0
BMW,2021.0,330I,Sedan,2021 BMW 330I M Sport,USED,Automatic,"4 cyl, 2 L",Rear,Premium,6.4,23332,Black / -,4,Sedan,4,5,67988.0
Volkswagen,2018.0,Golf,Wagon,2018 Volkswagen Golf 110 TSI Comfortline,USED,Automatic,"4 cyl, 1.4 L",Front,Premium,5.6,130647,White / Black,4,Wagon,4,5,21880.0
